car,bed,suburb,date_available,indoor_feature,title,bond,post_code,price_des,description,allowance,url,rental_yield,other_feature,property_id,price,outdoor_feature,property_type,crawl_date,floorplan,median_rent,street_address,bathroom,agent,agency 
[2],[3],Oxley,Available Now,"Dishwasher,Air Conditioning",Good Family Home,,4075,$400,This three bedroom high set house has got screens through out. It has an air conditioner and a dishwasher. All the bedroom comes with carpet flooring and the rest is tiles and vinyl. There is a secure parking and lots of storage space under the house. Inspections are by appointment only.,,https://www.realestate.com.au/property-house-qld-oxley-424629410,"<span class=""rate""></span>","internal laundry,close to parklands,close to schools,close to shops",[424629410],400,"Carport Spaces:,1,Open Car Spaces:,1,Shed,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",36 Lincoln Street,[1],Property Management Team,Coulson Real Estate - Inala
[2],[5],Jindalee,Available Now,"Toilets:,2,Air Conditioning",JINDALEE FAMILY HOME - 5 BED. 2 BATH GREAT LOCATION,"$1,880",4074,$470 per week,"Ray White Centenary offers for rent this low set brick home suitable for a large family with great access to good quality schools and sporting facilities, as well as local shops and transport. The property also backs on and has direct access to the Jindalee Recreational Reserve. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-jindalee-416322125,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[416322125],470,"Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=416322125&theme=rea.rent,"<span class=""price""></span>",87 Curragundi Road,[2],Debbie Swales,Ray White - Centenary
[1],[2],Sherwood,Tue 02-Oct-18,"Toilets:,2,Alarm System,Floorboards,Air Conditioning",Super convenience,"$1,680",4075,$440 per week,"Homewood Living is a NEW boutique apartment building within walking distance of all amenities in the popular suburb of Sherwood. Railway station, school and shopping facilities are just round the corner.",,https://www.realestate.com.au/property-apartment-qld-sherwood-424547814,"<span class=""rate""></span>","Built-In Wardrobes, Close to Shops, Close to Transport, Separate Dining",[424547814],440,"Secure Parking,Garage Spaces:,1,Balcony",Apartment,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",8/20 Primrose Street,[2],Blanche Cheung,RAAS Group
[1],[2],Oxley,Available Now,Air Conditioning,Modern Spacious Apartment!,"$1,760",4075,$440 per week,"Enjoy dining and hosting on the sundrenched entertainer's balcony, the perfect place for a quiet afternoon drink or get together with friends and family. The living and dining area is open plan and brimming with an abundance of natural light. ",,https://www.realestate.com.au/property-house-qld-oxley-424551230,"<span class=""rate""></span>","Built-In Wardrobes, Close to Shops, Close to Transport",[424551230],440,"Secure Parking,Open Car Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",104/61 Ellen Street,[2],Leasing Oxley,Tessa Residential New Farm - NEW FARM
[2],[4],Graceville,Available Now,"Floorboards,Broadband Internet Available",GRACEVILLE,"$1,880",4075,$470 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-house-qld-graceville-424553530,"<span class=""rate""></span>",0,[424553530],470,"Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",277 Oxley Road,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[4],Graceville,Available Now,"Floorboards,Air Conditioning",AIR CONDITIONED WITH A POOL READY FOR SUMMER,"$2,880",4075,$720 per week,"Beautifully modernised yet still retaining the charm and features of a traditional Queenslander this beautiful family home offers everything you need and more. Downstairs has two very large bedrooms with a huge rumpus room giving the family space to spread out and enjoy, opening on to a large covered deck you can stroll down to the beautiful in-ground pool. Upstairs offer two more large bedrooms, the main with ensuite plus a study. There is a lounge and separate dining area and the modern kitchen opens out on to the large upper deck to really enjoy the alfresco dining experience. Walking distance to everything Graceville has to offer inspect sooner rather than later is a must.",Pet Friendly,https://www.realestate.com.au/property-house-qld-graceville-424556174,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424556174],720,"Open Car Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",16 ALLARDYCE STREET,[2],"Sarah Ratz,LJ HOOKER",LJ Hooker - .
[1],[3],Darra,Available Now,"Toilets:,1,Floorboards,Air Conditioning",Affordable modern living!,"$1,320",4076,$330 per week,"Don't miss your chance to rent out this newly renovated cozy home. Equipped with a modern looking kitchen with caesarstone bench tops, plenty of cupboard space. Polished timber floors throughout with carpet in two of the bedrooms. Much well maintained home is ready for you to move in now!",,https://www.realestate.com.au/property-house-qld-darra-424563938,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Garden",[424563938],330,"Carport Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",28 Sanananda Street,[1],Jo Nguyen,Rightway Realty - Darra
[2],[3],Richlands,Sat 29-Sep-18,"Toilets:,3,Air Conditioning",REAL DOUBLE GARAGE TOWNHOUSE,"$1,480",4077,$370 per week,"200 meters from Richlands Shopping Plaza, 24/7 gym and medical center, few mins walking to the Richlands train station and centenary highway. ",,https://www.realestate.com.au/property-townhouse-qld-richlands-424579590,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424579590],370,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",09/83 OLD PROGRESS RD,[2],Michael Cai,Raine & Horne - Onsite Sales
[2],[3],Inala,Available Now,Air Conditioning,BRAND NEW DUPLEX HOME!,"$1,360",4077,$340 per week,This newly built duplex home is almost complete for someone to move in & enjoy!  The property is located across the road from the primary school and has bus stop out the front.  There is the main house at the front so there is a side driveway leading to this property at the back.  The property itself offers the following:,,https://www.realestate.com.au/property-house-qld-inala-424569422,"<span class=""rate""></span>","Internal Laundry, Close to shops, Close to transport",[424569422],340,"Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",42B Inala Avenue,[2],Reception Team,Your Choice Realty - Forest Lake
[2],[4],Jamboree Heights,Available Now,,Charm and Location - The perfect combination!,,4074,$395 Weekly,"This lovely little home is located within a stone's throw of everything that Jamboree Heights has to offer...walk to schools, parks, daycares, Mount Ommaney Shopping Centre and public transport!  TENANT BREAKING LEASE",,https://www.realestate.com.au/property-house-qld-jamboree+heights-420881394,"<span class=""rate""></span>",,[420881394],395,"Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",32 Masthead Street,[1],Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee
[1],[3],Graceville,Available Now,,FAMILY FRIENDLY,,4075,$380 per week,POSITION. SPACE. VALUE. ,,https://www.realestate.com.au/property-house-qld-graceville-424581898,"<span class=""rate""></span>",,[424581898],380,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",99 White Street,[1],Jan Gillmartin,Save on Commission - BROADBEACH
[2],[3],Jindalee,Available Now,"Toilets:,1,Air Conditioning",REFURBISHED HOME WITH POOL + AIR CON - FANTASTIC LOCATION,"$1,740",4074,$435 per week,"Ray White Centenary proudly offers for rent this low set brick, recently updated home in a perfect family cul-de-sac location near Schools, shops and transport. Recently updated with fresh paint, new kitchen appliances, new carpet in bedrooms, air conditioning + fans, this home is has so much to offer. The raked ceilings and abundance of natural light provide an attractive and comfortable place to call home. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-jindalee-424582946,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424582946],435,"Carport Spaces:,2,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424582946&theme=rea.rent,"<span class=""price""></span>",6 Moorilla Place,[1],Debbie Swales,Ray White - Centenary
[1],[2],Sherwood,Thu 01-Nov-18,"Broadband Internet Available,Air Conditioning",SHERWOOD,"$1,200",4075,$300 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-unit-qld-sherwood-424583842,"<span class=""rate""></span>",0,[424583842],300,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3/58 Primrose Street,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[3],Inala,Available Now,"Toilets:,1,Floorboards",Spacious Home,"$1,320",4077,$330 p/w,"If big and spaces is what you want, you will like this. Hidden away in a cul-de-sac, quiet and peaceful, yet this property located not too far from Woolworth's, McDonald  and schools. ",,https://www.realestate.com.au/property-house-qld-inala-409733231,"<span class=""rate""></span>",Garden,[409733231],330,"Secure Parking,Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",2 Galileo Street,[1],Michelle Nguyen,Rightway Realty - Darra
[1],[3],Jindalee,Fri 05-Oct-18,"Toilets:,2,Floorboards,Air Conditioning",Central in Jindalee,"$1,720",4074,$430 per week,This 3 bedroom home in Jindalee is close to all amenities.,Pet Friendly,https://www.realestate.com.au/property-house-qld-jindalee-414327571,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",[414327571],430,"Carport Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",11 Jindalee Street,[2],Jacqui Price,Ray White - Middle Park
[2],[4],Richlands,Available Now,"Toilets:,4,Air Conditioning",Brand New - Ready for Occupancy,"$1,640",4077,410 + 3 weeks free rent,"This brand new, 4 bedroom townhouse is available for rent NOW.",,https://www.realestate.com.au/property-townhouse-qld-richlands-424482010,"<span class=""rate""></span>","Built-In Wardrobes, Close to Shops, Close to Transport, Garden",[424482010],"410,3","Garage Spaces:,2",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",26/280 Government Road,[3],Bob Stalling,Raine & Horne - Onsite Sales
,[2],Darra,Available Now,"Toilets:,1",Central location to train and shops,"$1,160",4076,$290 per week,This home is very cosy and would suit a single person or couple.,,https://www.realestate.com.au/property-house-qld-darra-415348311,"<span class=""rate""></span>","Close to Schools, Close to Shops, Close to Transport",[415348311],290,,House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",,[1],Jacqui Price,Ray White - Middle Park
[1],[3],Darra,Available Now,"Toilets:,1",Walk To Darra Station & Shops,"$1,600",4076,$390 pw,"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",,https://www.realestate.com.au/property-house-qld-darra-424502602,"<span class=""rate""></span>",,[424502602],390,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",19 Killarney Street,[1],Property Management Team,Professionals P J Torbey Real Estate -
[1],[4],Darra,Available Now,,Large sized townhouse available soon!,"$1,600",4076,$400/w,This low maintenance & well looked after townhouse offers:,,https://www.realestate.com.au/property-house-qld-darra-419082038,"<span class=""rate""></span>","Close to Schools, Close to Shops, Close to Transport",[419082038],400,"Secure Parking,Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",17/35 Ashridge Rd,[2],Michelle Nguyen,Rightway Realty - Darra
[2],[3],Darra,Available Now,,Darra Best Value - Phone: 3713 7755  to inspect,,4076,$350 p.w.,This modern three bedroom house offers spacious open plan living dining and kitchen areas. The living area and main bedroom have air conditioning and there is a separate toilet. The house is situated close to schools shops transport and cafes and restaurants and is in a managed estate with CCTV. Rent is $350.00 per week Phone 0498001449  or 37137755  to inspect,,https://www.realestate.com.au/property-house-qld-darra-424504986,"<span class=""rate""></span>",Property Type: House,[424504986],350,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",50/35 Ashridge Road,[2],Harcourts Clayfield Rentals,Harcourts - Clayfield
[1],[2],Darra,Available Now,,Tidy 2 Bedroom Unit - Close to Train!,"$1,000",4076,$250.00 per week,"Introducing this tidy unit offering 2 spacious bedrooms, main with built in wardrobe, there is a carpeted lounge room with air conditioning. Kitchen is well appointed with plenty of storage (overheads) and electric appliances. Close to Darra train station, Darra State School and great access to Ipswich Motorway, wont last long.",,https://www.realestate.com.au/property-unit-qld-darra-424474030,"<span class=""rate""></span>",,[424474030],"250,00","Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",2/32 Harcourt Road,[1],Melina Reardon,First National - Springfield
[4],[5],Fig Tree Pocket,Available Now,"Ensuite:,2,Living Areas:,3,Toilets:,5,Alarm System,Intercom,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Vacuum System,Ducted Heating,Ducted Cooling,Air Conditioning",A Grand Home - It ticks all boxes...,,4069,"$1,200 per week","This homes is ideal for Executive type - Family who wants to have Grandparents stay, as it offers a ground Floor Bedroom complete with ensuite, Family with Teenage or small children - Has its own Home Theatre,",Pet Friendly,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424472834,"<span class=""rate""></span>",,[424472834],"1,200","Remote Garage,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",,[3],Nick Mamara,Graceville Realty - Sherwood
[1],[4],Inala,Available Now,"Built-in Wardrobes,Air Conditioning",Plenty of space,"$1,400",4077,$350 p/w,"Neat and tidy 4 bedroom house with two toilets, air conditioning, built in robes, large modern kitchen, polished floor boards,lock up garage",,https://www.realestate.com.au/property-house-qld-inala-424508646,"<span class=""rate""></span>","polished timber floors,garden,close to transport",[424508646],350,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",32 Crocus Street,[1],Property Management Team,Coulson Real Estate - Inala
